din_instante,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
2021-06-08,S,Sul,2021-06-08,12265.07208333
2021-06-09,S,Sul,2021-06-09,11994.93466667
2021-06-10,S,Sul,2021-06-10,12061.798125
2021-06-11,S,Sul,2021-06-11,11765.06591667
2021-06-12,S,Sul,2021-06-12,10085.74733333
2021-06-13,S,Sul,2021-06-13,8648.06491667
2021-06-14,S,Sul,2021-06-14,11473.394375
2021-06-15,S,Sul,2021-06-15,12039.57325
2021-06-16,S,Sul,2021-06-16,12314.05683333
2021-06-17,S,Sul,2021-06-17,12426.77379167
2021-06-18,S,Sul,2021-06-18,12471.94370833
2021-06-19,S,Sul,2021-06-19,10752.75908333
2021-06-20,S,Sul,2021-06-20,8918.27941667
2021-06-21,S,Sul,2021-06-21,11587.70629167
2021-06-22,S,Sul,2021-06-22,11936.46404167
2021-06-23,S,Sul,2021-06-23,11900.43004167
2021-06-24,S,Sul,2021-06-24,11917.14979167
2021-06-25,S,Sul,2021-06-25,11588.18808333
2021-06-26,S,Sul,2021-06-26,10466.65329167
2021-06-27,S,Sul,2021-06-27,9191.799125
2021-06-28,S,Sul,2021-06-28,11807.56254167
2021-06-29,S,Sul,2021-06-29,12169.162
2021-06-30,S,Sul,2021-06-30,12176.51075
2021-07-01,S,Sul,2021-07-01,11859.08483333
2021-07-02,S,Sul,2021-07-02,11679.84545833
2021-07-03,S,Sul,2021-07-03,10072.20025
2021-07-04,S,Sul,2021-07-04,8910.42245833
2021-07-05,S,Sul,2021-07-05,11631.66358333
2021-07-06,S,Sul,2021-07-06,12062.08183333
2021-07-07,S,Sul,2021-07-07,11964.20208333
2021-07-08,S,Sul,2021-07-08,12167.864
2021-07-09,S,Sul,2021-07-09,12248.09320833
2021-07-10,S,Sul,2021-07-10,10812.16541667
2021-07-11,S,Sul,2021-07-11,9387.709375
2021-07-12,S,Sul,2021-07-12,12013.19670833
2021-07-13,S,Sul,2021-07-13,12505.45945833
2021-07-14,S,Sul,2021-07-14,12578.83416667
2021-07-15,S,Sul,2021-07-15,12795.81154167
2021-07-16,S,Sul,2021-07-16,12613.12704167
2021-07-17,S,Sul,2021-07-17,10937.31479167
2021-07-18,S,Sul,2021-07-18,9539.93504167
2021-07-19,S,Sul,2021-07-19,12449.740625
2021-07-20,S,Sul,2021-07-20,12889.72191667
2021-07-21,S,Sul,2021-07-21,12430.30620833
2021-07-22,S,Sul,2021-07-22,12309.172125
2021-07-23,S,Sul,2021-07-23,12158.889375
2021-07-24,S,Sul,2021-07-24,10477.21604167
2021-07-25,S,Sul,2021-07-25,9198.49120833
2021-07-26,S,Sul,2021-07-26,11968.87729167
2021-07-27,S,Sul,2021-07-27,12401.86625
2021-07-28,S,Sul,2021-07-28,12504.02083333
2021-07-29,S,Sul,2021-07-29,12598.613375
2021-07-30,S,Sul,2021-07-30,12397.89854167
2021-07-31,S,Sul,2021-07-31,10635.898625
2021-08-01,S,Sul,2021-08-01,9232.60283333
2021-08-02,S,Sul,2021-08-02,11942.32029167
2021-08-03,S,Sul,2021-08-03,12215.36820833
2021-08-04,S,Sul,2021-08-04,12330.934375
2021-08-05,S,Sul,2021-08-05,12244.229
2021-08-06,S,Sul,2021-08-06,12192.861625
2021-08-07,S,Sul,2021-08-07,10654.67470833
2021-08-08,S,Sul,2021-08-08,9040.79491667
2021-08-09,S,Sul,2021-08-09,11935.69995833
2021-08-10,S,Sul,2021-08-10,12475.22475
2021-08-11,S,Sul,2021-08-11,12324.8185
2021-08-12,S,Sul,2021-08-12,12578.94529167
2021-08-13,S,Sul,2021-08-13,12410.79583333
2021-08-14,S,Sul,2021-08-14,10540.17183333
2021-08-15,S,Sul,2021-08-15,9230.47954167
2021-08-16,S,Sul,2021-08-16,12076.47833333
2021-08-17,S,Sul,2021-08-17,12448.28716667
2021-08-18,S,Sul,2021-08-18,12774.64808333
2021-08-19,S,Sul,2021-08-19,12987.36570833
2021-08-20,S,Sul,2021-08-20,12767.438125
2021-08-21,S,Sul,2021-08-21,11062.85445833
2021-08-22,S,Sul,2021-08-22,9647.57758333
2021-08-23,S,Sul,2021-08-23,12346.84545833
2021-08-24,S,Sul,2021-08-24,12848.272875
2021-08-25,S,Sul,2021-08-25,12863.719625
2021-08-26,S,Sul,2021-08-26,12477.75891667
2021-08-27,S,Sul,2021-08-27,11981.49641667
2021-08-28,S,Sul,2021-08-28,10538.19704167
2021-08-29,S,Sul,2021-08-29,9121.38054167
2021-08-30,S,Sul,2021-08-30,11640.30220833
2021-08-31,S,Sul,2021-08-31,11971.47591667
2021-09-01,S,Sul,2021-09-01,12134.47116667
2021-09-02,S,Sul,2021-09-02,12366.972
2021-09-03,S,Sul,2021-09-03,12379.41266667
2021-09-04,S,Sul,2021-09-04,10620.68854167
2021-09-05,S,Sul,2021-09-05,9101.65116667
2021-09-06,S,Sul,2021-09-06,10918.67141667
2021-09-07,S,Sul,2021-09-07,10591.52320833
2021-09-08,S,Sul,2021-09-08,12076.92595833
2021-09-09,S,Sul,2021-09-09,11556.73620833
2021-09-10,S,Sul,2021-09-10,11444.3015
2021-09-11,S,Sul,2021-09-11,10072.55345833
2021-09-12,S,Sul,2021-09-12,8883.68304167
2021-09-13,S,Sul,2021-09-13,12281.390375
2021-09-14,S,Sul,2021-09-14,12191.13645833
2021-09-15,S,Sul,2021-09-15,11616.74054167
2021-09-16,S,Sul,2021-09-16,11683.00516667
2021-09-17,S,Sul,2021-09-17,11952.67429167
2021-09-18,S,Sul,2021-09-18,10157.821125
2021-09-19,S,Sul,2021-09-19,9134.223875
2021-09-20,S,Sul,2021-09-20,11824.65191667
2021-09-21,S,Sul,2021-09-21,12592.500875
2021-09-22,S,Sul,2021-09-22,11984.535125
2021-09-23,S,Sul,2021-09-23,11882.925
2021-09-24,S,Sul,2021-09-24,11986.21283333
2021-09-25,S,Sul,2021-09-25,10795.51308333
2021-09-26,S,Sul,2021-09-26,9451.476125
2021-09-27,S,Sul,2021-09-27,12622.29129167
2021-09-28,S,Sul,2021-09-28,13377.8895
2021-09-29,S,Sul,2021-09-29,12991.35820833
2021-09-30,S,Sul,2021-09-30,12797.16633333
2021-10-01,S,Sul,2021-10-01,12182.88483333
2021-10-02,S,Sul,2021-10-02,10560.02725
2021-10-03,S,Sul,2021-10-03,9151.30941667
2021-10-04,S,Sul,2021-10-04,11649.34816667
2021-10-05,S,Sul,2021-10-05,11732.06658333
2021-10-06,S,Sul,2021-10-06,12235.79733333
2021-10-07,S,Sul,2021-10-07,11998.13608333
2021-10-08,S,Sul,2021-10-08,11774.92954167
2021-10-09,S,Sul,2021-10-09,10093.022125
2021-10-10,S,Sul,2021-10-10,8386.31045833
2021-10-11,S,Sul,2021-10-11,10302.5115
2021-10-12,S,Sul,2021-10-12,9319.57233333
2021-10-13,S,Sul,2021-10-13,11545.07345833
2021-10-14,S,Sul,2021-10-14,11855.58179167
2021-10-15,S,Sul,2021-10-15,12053.70754167
2021-10-16,S,Sul,2021-10-16,9893.84758333
2021-10-17,S,Sul,2021-10-17,8276.56016667
2021-10-18,S,Sul,2021-10-18,10928.33195833
2021-10-19,S,Sul,2021-10-19,11379.10191667
2021-10-20,S,Sul,2021-10-20,11366.35033333
2021-10-21,S,Sul,2021-10-21,11496.866375
2021-10-22,S,Sul,2021-10-22,12086.04983333
2021-10-23,S,Sul,2021-10-23,10735.20925
2021-10-24,S,Sul,2021-10-24,8756.46366667
2021-10-25,S,Sul,2021-10-25,11573.89458333
2021-10-26,S,Sul,2021-10-26,12407.179875
2021-10-27,S,Sul,2021-10-27,12829.40883333
2021-10-28,S,Sul,2021-10-28,13124.67345833
2021-10-29,S,Sul,2021-10-29,12997.84475
2021-10-30,S,Sul,2021-10-30,11222.38875
2021-10-31,S,Sul,2021-10-31,9698.73195833
2021-11-01,S,Sul,2021-11-01,11705.406875
2021-11-02,S,Sul,2021-11-02,10842.36954167
2021-11-03,S,Sul,2021-11-03,13257.61425
2021-11-04,S,Sul,2021-11-04,13684.007625
2021-11-05,S,Sul,2021-11-05,13879.06420833
2021-11-06,S,Sul,2021-11-06,11842.47825
2021-11-07,S,Sul,2021-11-07,9886.60795833
2021-11-08,S,Sul,2021-11-08,12696.58891667
2021-11-09,S,Sul,2021-11-09,13121.16454167
2021-11-10,S,Sul,2021-11-10,13260.59975
2021-11-11,S,Sul,2021-11-11,13206.842875
2021-11-12,S,Sul,2021-11-12,13022.40420833
2021-11-13,S,Sul,2021-11-13,11088.472
2021-11-14,S,Sul,2021-11-14,9726.269875
2021-11-15,S,Sul,2021-11-15,11011.97858333
2021-11-16,S,Sul,2021-11-16,13698.325
2021-11-17,S,Sul,2021-11-17,13726.26883333
2021-11-18,S,Sul,2021-11-18,13209.97541667
2021-11-19,S,Sul,2021-11-19,12806.82704167
2021-11-20,S,Sul,2021-11-20,10989.01258333
2021-11-21,S,Sul,2021-11-21,9797.85508333
2021-11-22,S,Sul,2021-11-22,13441.66175
2021-11-23,S,Sul,2021-11-23,13938.80545833
2021-11-24,S,Sul,2021-11-24,13736.500625
2021-11-25,S,Sul,2021-11-25,13830.02595833
2021-11-26,S,Sul,2021-11-26,13407.75958333
2021-11-27,S,Sul,2021-11-27,11639.943625
2021-11-28,S,Sul,2021-11-28,10502.13983333
2021-11-29,S,Sul,2021-11-29,13402.63854167
2021-11-30,S,Sul,2021-11-30,13696.05245833
2021-12-01,S,Sul,2021-12-01,13800.58641667
2021-12-02,S,Sul,2021-12-02,13672.46875
2021-12-03,S,Sul,2021-12-03,13473.23216667
2021-12-04,S,Sul,2021-12-04,11999.059125
2021-12-05,S,Sul,2021-12-05,10706.93045833
2021-12-06,S,Sul,2021-12-06,13229.765
2021-12-07,S,Sul,2021-12-07,13090.19925
2021-12-08,S,Sul,2021-12-08,12988.82679167
2021-12-09,S,Sul,2021-12-09,13223.10720833
2021-12-10,S,Sul,2021-12-10,13296.81658333
2021-12-11,S,Sul,2021-12-11,12080.35766667
2021-12-12,S,Sul,2021-12-12,11096.48516667
2021-12-13,S,Sul,2021-12-13,14582.30279167
2021-12-14,S,Sul,2021-12-14,14485.2685
2021-12-15,S,Sul,2021-12-15,14467.71883333
2021-12-16,S,Sul,2021-12-16,14724.23229167
2021-12-17,S,Sul,2021-12-17,14347.44079167
2021-12-18,S,Sul,2021-12-18,12342.46933333
2021-12-19,S,Sul,2021-12-19,10764.92783333
2021-12-20,S,Sul,2021-12-20,13622.87158333
2021-12-21,S,Sul,2021-12-21,14010.29254167
2021-12-22,S,Sul,2021-12-22,13471.72716667
2021-12-23,S,Sul,2021-12-23,12526.303375
2021-12-24,S,Sul,2021-12-24,10605.64254167
2021-12-25,S,Sul,2021-12-25,9233.632125
2021-12-26,S,Sul,2021-12-26,10247.09033333
2021-12-27,S,Sul,2021-12-27,12344.74091667
2021-12-28,S,Sul,2021-12-28,12652.59966667
2021-12-29,S,Sul,2021-12-29,12591.65325
2021-12-30,S,Sul,2021-12-30,12254.52016667
2021-12-31,S,Sul,2021-12-31,10689.66916667
2022-01-01,S,Sul,2022-01-01,9892.03791667
2022-01-02,S,Sul,2022-01-02,10932.61854167
2022-01-03,S,Sul,2022-01-03,13622.07341667
2022-01-04,S,Sul,2022-01-04,13947.35933333
2022-01-05,S,Sul,2022-01-05,13600.00045833
2022-01-06,S,Sul,2022-01-06,12916.30154167
2022-01-07,S,Sul,2022-01-07,12635.79425
2022-01-08,S,Sul,2022-01-08,11234.50275
2022-01-09,S,Sul,2022-01-09,10008.87183333
2022-01-10,S,Sul,2022-01-10,13015.44604167
2022-01-11,S,Sul,2022-01-11,14007.74558333
2022-01-12,S,Sul,2022-01-12,14496.39745833
2022-01-13,S,Sul,2022-01-13,14619.48133333
2022-01-14,S,Sul,2022-01-14,15056.54241667
2022-01-15,S,Sul,2022-01-15,13438.65591667
2022-01-16,S,Sul,2022-01-16,11939.35920833
2022-01-17,S,Sul,2022-01-17,14839.69425
2022-01-18,S,Sul,2022-01-18,15099.88958333
2022-01-19,S,Sul,2022-01-19,15639.573875
2022-01-20,S,Sul,2022-01-20,16211.40595833
2022-01-21,S,Sul,2022-01-21,16082.350375
2022-01-22,S,Sul,2022-01-22,14285.5935
2022-01-23,S,Sul,2022-01-23,12979.07733333
2022-01-24,S,Sul,2022-01-24,16219.35104167
2022-01-25,S,Sul,2022-01-25,16176.98766667
2022-01-26,S,Sul,2022-01-26,16214.91404167
2022-01-27,S,Sul,2022-01-27,14837.46145833
2022-01-28,S,Sul,2022-01-28,13116.38170833
2022-01-29,S,Sul,2022-01-29,11266.188625
2022-01-30,S,Sul,2022-01-30,9918.63116667
2022-01-31,S,Sul,2022-01-31,13359.83445833
2022-02-01,S,Sul,2022-02-01,14187.800625
2022-02-02,S,Sul,2022-02-02,14646.09266667
2022-02-03,S,Sul,2022-02-03,15239.14554167
2022-02-04,S,Sul,2022-02-04,14777.66741667
2022-02-05,S,Sul,2022-02-05,12535.88879167
2022-02-06,S,Sul,2022-02-06,10282.30733333
2022-02-07,S,Sul,2022-02-07,12824.1295
2022-02-08,S,Sul,2022-02-08,13427.25816667
2022-02-09,S,Sul,2022-02-09,13722.75116667
2022-02-10,S,Sul,2022-02-10,14135.502375
2022-02-11,S,Sul,2022-02-11,14563.02679167
2022-02-12,S,Sul,2022-02-12,12765.36333333
2022-02-13,S,Sul,2022-02-13,11139.919125
2022-02-14,S,Sul,2022-02-14,13968.59941667
2022-02-15,S,Sul,2022-02-15,14459.25758333
2022-02-16,S,Sul,2022-02-16,14668.13054167
2022-02-17,S,Sul,2022-02-17,14707.56754167
2022-02-18,S,Sul,2022-02-18,14043.86975
2022-02-19,S,Sul,2022-02-19,12176.51279167
2022-02-20,S,Sul,2022-02-20,11406.84445833
2022-02-21,S,Sul,2022-02-21,14721.57783333
2022-02-22,S,Sul,2022-02-22,15088.1805
2022-02-23,S,Sul,2022-02-23,14903.53866667
2022-02-24,S,Sul,2022-02-24,15048.16820833
2022-02-25,S,Sul,2022-02-25,15101.33945833
2022-02-26,S,Sul,2022-02-26,13219.66816667
2022-02-27,S,Sul,2022-02-27,11890.95883333
2022-02-28,S,Sul,2022-02-28,14121.6205
2022-03-01,S,Sul,2022-03-01,13533.69116667
2022-03-02,S,Sul,2022-03-02,14360.92133333
2022-03-03,S,Sul,2022-03-03,14522.45575
2022-03-04,S,Sul,2022-03-04,14725.69375
2022-03-05,S,Sul,2022-03-05,13204.44545833
2022-03-06,S,Sul,2022-03-06,11716.23616667
2022-03-07,S,Sul,2022-03-07,14608.58329167
2022-03-08,S,Sul,2022-03-08,14834.67108333
2022-03-09,S,Sul,2022-03-09,14860.90666667
2022-03-10,S,Sul,2022-03-10,14877.01941667
2022-03-11,S,Sul,2022-03-11,13767.50341667
2022-03-12,S,Sul,2022-03-12,11014.99829167
2022-03-13,S,Sul,2022-03-13,9496.60404167
2022-03-14,S,Sul,2022-03-14,12362.05991667
2022-03-15,S,Sul,2022-03-15,12955.04679167
2022-03-16,S,Sul,2022-03-16,12945.71195833
2022-03-17,S,Sul,2022-03-17,13332.61545833
2022-03-18,S,Sul,2022-03-18,14198.56295833
2022-03-19,S,Sul,2022-03-19,11296.96458333
2022-03-20,S,Sul,2022-03-20,9206.60045833
2022-03-21,S,Sul,2022-03-21,11830.310375
2022-03-22,S,Sul,2022-03-22,12475.77254167
2022-03-23,S,Sul,2022-03-23,12928.44620833
2022-03-24,S,Sul,2022-03-24,12481.91258333
2022-03-25,S,Sul,2022-03-25,11564.9615
2022-03-26,S,Sul,2022-03-26,9796.23133333
2022-03-27,S,Sul,2022-03-27,8644.74808333
2022-03-28,S,Sul,2022-03-28,12049.438875
2022-03-29,S,Sul,2022-03-29,12864.37379167
2022-03-30,S,Sul,2022-03-30,12801.83
2022-03-31,S,Sul,2022-03-31,11890.73770833
2022-04-01,S,Sul,2022-04-01,11762.59358333
2022-04-02,S,Sul,2022-04-02,10305.34875
2022-04-03,S,Sul,2022-04-03,9318.59433333
2022-04-04,S,Sul,2022-04-04,12069.142875
2022-04-05,S,Sul,2022-04-05,11989.101125
2022-04-06,S,Sul,2022-04-06,12151.25758333
2022-04-07,S,Sul,2022-04-07,12512.48358333
2022-04-08,S,Sul,2022-04-08,12271.66291667
2022-04-09,S,Sul,2022-04-09,10395.1
2022-04-10,S,Sul,2022-04-10,9137.30708333
2022-04-11,S,Sul,2022-04-11,11983.96583333
2022-04-12,S,Sul,2022-04-12,12160.46825
2022-04-13,S,Sul,2022-04-13,12080.641
2022-04-14,S,Sul,2022-04-14,11381.11270833
2022-04-15,S,Sul,2022-04-15,8310.66466667
2022-04-16,S,Sul,2022-04-16,8604.08054167
2022-04-17,S,Sul,2022-04-17,8044.32816667
2022-04-18,S,Sul,2022-04-18,11133.275
2022-04-19,S,Sul,2022-04-19,11832.275
2022-04-20,S,Sul,2022-04-20,11905.54341667
2022-04-21,S,Sul,2022-04-21,11325.16608333
2022-04-22,S,Sul,2022-04-22,11635.15216667
2022-04-23,S,Sul,2022-04-23,9745.995625
2022-04-24,S,Sul,2022-04-24,8676.43583333
2022-04-25,S,Sul,2022-04-25,11917.18516667
2022-04-26,S,Sul,2022-04-26,12640.41333333
2022-04-27,S,Sul,2022-04-27,13018.60175
2022-04-28,S,Sul,2022-04-28,13048.24545833
2022-04-29,S,Sul,2022-04-29,12261.400625
2022-04-30,S,Sul,2022-04-30,10444.07595833
2022-05-01,S,Sul,2022-05-01,8794.163125
2022-05-02,S,Sul,2022-05-02,11643.82154167
2022-05-03,S,Sul,2022-05-03,11941.66258333
2022-05-04,S,Sul,2022-05-04,11643.86191667
2022-05-05,S,Sul,2022-05-05,11442.40841667
2022-05-06,S,Sul,2022-05-06,11156.521
2022-05-07,S,Sul,2022-05-07,9333.92008333
2022-05-08,S,Sul,2022-05-08,7742.3945
2022-05-09,S,Sul,2022-05-09,10808.54866667
2022-05-10,S,Sul,2022-05-10,11654.62308112
2022-05-11,S,Sul,2022-05-11,11608.52466322
2022-05-12,S,Sul,2022-05-12,11361.00188129
2022-05-13,S,Sul,2022-05-13,11305.70706206
2022-05-14,S,Sul,2022-05-14,10060.54978729
2022-05-15,S,Sul,2022-05-15,8994.85674774
2022-05-16,S,Sul,2022-05-16,11424.08754167
2022-05-17,S,Sul,2022-05-17,11964.909375
2022-05-18,S,Sul,2022-05-18,12269.051375
2022-05-19,S,Sul,2022-05-19,12021.41545833
2022-05-20,S,Sul,2022-05-20,11802.52645833
2022-05-21,S,Sul,2022-05-21,10256.970375
2022-05-22,S,Sul,2022-05-22,8938.579125
2022-05-23,S,Sul,2022-05-23,11713.10433333
2022-05-24,S,Sul,2022-05-24,12054.19504167
2022-05-25,S,Sul,2022-05-25,12186.721375
2022-05-26,S,Sul,2022-05-26,12482.52370833
2022-05-27,S,Sul,2022-05-27,12520.80383333
2022-05-28,S,Sul,2022-05-28,10525.490875
2022-05-29,S,Sul,2022-05-29,9074.21125
2022-05-30,S,Sul,2022-05-30,11648.70958333
2022-05-31,S,Sul,2022-05-31,12162.75679167
2022-06-01,S,Sul,2022-06-01,12498.249
2022-06-02,S,Sul,2022-06-02,12404.22379167
2022-06-03,S,Sul,2022-06-03,11967.9129114
2022-06-04,S,Sul,2022-06-04,10026.5235
2022-06-05,S,Sul,2022-06-05,8742.15295833
2022-06-06,S,Sul,2022-06-06,11555.80945833
2022-06-07,S,Sul,2022-06-07,11777.38962783
2022-06-08,S,Sul,2022-06-08,11588.06091667
2022-06-09,S,Sul,2022-06-09,11745.91345968
2022-06-10,S,Sul,2022-06-10,11768.41316667
2022-06-11,S,Sul,2022-06-11,10135.19716667
2022-06-12,S,Sul,2022-06-12,8679.75104167
2022-06-13,S,Sul,2022-06-13,11371.36808333
2022-06-14,S,Sul,2022-06-14,11611.13975326
2022-06-15,S,Sul,2022-06-15,11988.85191667
2022-06-16,S,Sul,2022-06-16,10539.700875
2022-06-17,S,Sul,2022-06-17,11507.08566903
2022-06-18,S,Sul,2022-06-18,9835.45779569
2022-06-19,S,Sul,2022-06-19,8878.9980373
2022-06-20,S,Sul,2022-06-20,11737.67708802
2022-06-21,S,Sul,2022-06-21,12424.29591518
2022-06-22,S,Sul,2022-06-22,12425.6884188
2022-06-23,S,Sul,2022-06-23,12267.63953611
2022-06-24,S,Sul,2022-06-24,12108.30107774
2022-06-25,S,Sul,2022-06-25,10462.7195
2022-06-26,S,Sul,2022-06-26,9101.23699684
2022-06-27,S,Sul,2022-06-27,11526.714551
2022-06-28,S,Sul,2022-06-28,11835.43108333
2022-06-29,S,Sul,2022-06-29,11883.42982977
2022-06-30,S,Sul,2022-06-30,11940.51795446
2022-07-01,S,Sul,2022-07-01,11804.26879662
2022-07-02,S,Sul,2022-07-02,10163.80550581
2022-07-03,S,Sul,2022-07-03,9045.60355082
2022-07-04,S,Sul,2022-07-04,11739.00155503
2022-07-05,S,Sul,2022-07-05,12298.22253952
2022-07-06,S,Sul,2022-07-06,12239.0334973
2022-07-07,S,Sul,2022-07-07,12419.17463706
2022-07-08,S,Sul,2022-07-08,12396.03587733
2022-07-09,S,Sul,2022-07-09,10484.04216667
2022-07-10,S,Sul,2022-07-10,9219.62516932
2022-07-11,S,Sul,2022-07-11,12115.82686788
2022-07-12,S,Sul,2022-07-12,12298.6878469
2022-07-13,S,Sul,2022-07-13,12193.47791981
2022-07-14,S,Sul,2022-07-14,12609.67104513
2022-07-15,S,Sul,2022-07-15,12172.10913686
2022-07-16,S,Sul,2022-07-16,10531.29121459
2022-07-17,S,Sul,2022-07-17,8964.84086941
2022-07-18,S,Sul,2022-07-18,11734.88725
2022-07-19,S,Sul,2022-07-19,12177.02620042
2022-07-20,S,Sul,2022-07-20,11876.38933333
2022-07-21,S,Sul,2022-07-21,12101.74925601
2022-07-22,S,Sul,2022-07-22,12152.67903902
2022-07-23,S,Sul,2022-07-23,10391.48424994
2022-07-24,S,Sul,2022-07-24,8922.88170833
2022-07-25,S,Sul,2022-07-25,11528.60137412
2022-07-26,S,Sul,2022-07-26,12105.970082
2022-07-27,S,Sul,2022-07-27,12261.45145833
2022-07-28,S,Sul,2022-07-28,12560.91841473
2022-07-29,S,Sul,2022-07-29,11988.97683628
2022-07-30,S,Sul,2022-07-30,10117.18187492
2022-07-31,S,Sul,2022-07-31,8780.32863407
2022-08-01,S,Sul,2022-08-01,11673.34591667
2022-08-02,S,Sul,2022-08-02,12430.24816898
2022-08-03,S,Sul,2022-08-03,12446.28045833
2022-08-04,S,Sul,2022-08-04,12651.75291718
2022-08-05,S,Sul,2022-08-05,12136.96479167
2022-08-06,S,Sul,2022-08-06,10632.454125
2022-08-07,S,Sul,2022-08-07,9203.16725
2022-08-08,S,Sul,2022-08-08,11649.06029167
2022-08-09,S,Sul,2022-08-09,12353.94770818
2022-08-10,S,Sul,2022-08-10,11672.89986787
2022-08-11,S,Sul,2022-08-11,11276.54882924
2022-08-12,S,Sul,2022-08-12,10942.98604381
2022-08-13,S,Sul,2022-08-13,9342.19766667
2022-08-14,S,Sul,2022-08-14,7919.12133124
2022-08-15,S,Sul,2022-08-15,10790.29383212
2022-08-16,S,Sul,2022-08-16,11518.849
2022-08-17,S,Sul,2022-08-17,11431.12466667
2022-08-18,S,Sul,2022-08-18,11986.58246969
2022-08-19,S,Sul,2022-08-19,11342.20870665
2022-08-20,S,Sul,2022-08-20,9644.32305127
2022-08-21,S,Sul,2022-08-21,8432.26866351
2022-08-22,S,Sul,2022-08-22,11194.36608015
2022-08-23,S,Sul,2022-08-23,11389.08325063
2022-08-24,S,Sul,2022-08-24,11523.16391902
2022-08-25,S,Sul,2022-08-25,11545.17895592
2022-08-26,S,Sul,2022-08-26,11799.55583989
2022-08-27,S,Sul,2022-08-27,10197.9416684
2022-08-28,S,Sul,2022-08-28,9094.18104167
2022-08-29,S,Sul,2022-08-29,11619.40891667
2022-08-30,S,Sul,2022-08-30,11925.074375
2022-08-31,S,Sul,2022-08-31,11891.30854167
2022-09-01,S,Sul,2022-09-01,11743.59862945
2022-09-02,S,Sul,2022-09-02,12225.95321302
2022-09-03,S,Sul,2022-09-03,9999.71495836
2022-09-04,S,Sul,2022-09-04,8610.41025
2022-09-05,S,Sul,2022-09-05,11667.06716929
2022-09-06,S,Sul,2022-09-06,12409.41100248
2022-09-07,S,Sul,2022-09-07,10494.39404666
2022-09-08,S,Sul,2022-09-08,11658.83288113
2022-09-09,S,Sul,2022-09-09,12301.80541635
2022-09-10,S,Sul,2022-09-10,10175.81925459
2022-09-11,S,Sul,2022-09-11,8938.49844618
2022-09-12,S,Sul,2022-09-12,11897.03011947
2022-09-13,S,Sul,2022-09-13,11915.60849938
2022-09-14,S,Sul,2022-09-14,12033.1466583
2022-09-15,S,Sul,2022-09-15,11837.30838474
2022-09-16,S,Sul,2022-09-16,11473.47308745
2022-09-17,S,Sul,2022-09-17,9486.76541672
2022-09-18,S,Sul,2022-09-18,8077.69183428
2022-09-19,S,Sul,2022-09-19,11306.64367279
2022-09-20,S,Sul,2022-09-20,10820.22504557
2022-09-21,S,Sul,2022-09-21,11974.73071084
2022-09-22,S,Sul,2022-09-22,11741.40192615
2022-09-23,S,Sul,2022-09-23,11092.74671214
2022-09-24,S,Sul,2022-09-24,9485.05396399
2022-09-25,S,Sul,2022-09-25,9092.34541934
2022-09-26,S,Sul,2022-09-26,11424.64312522
2022-09-27,S,Sul,2022-09-27,11824.80350027
2022-09-28,S,Sul,2022-09-28,11962.04120734
2022-09-29,S,Sul,2022-09-29,11803.86612728
2022-09-30,S,Sul,2022-09-30,11807.44129007
2022-10-01,S,Sul,2022-10-01,9793.27075
2022-10-02,S,Sul,2022-10-02,8157.12075
2022-10-03,S,Sul,2022-10-03,10862.05616667
2022-10-04,S,Sul,2022-10-04,11373.76683333
2022-10-05,S,Sul,2022-10-05,11666.63733333
2022-10-06,S,Sul,2022-10-06,12125.917375
2022-10-07,S,Sul,2022-10-07,11162.487875
2022-10-08,S,Sul,2022-10-08,9219.38025
2022-10-09,S,Sul,2022-10-09,8206.03033333
2022-10-10,S,Sul,2022-10-10,11216.48058333
2022-10-11,S,Sul,2022-10-11,11531.75845833
2022-10-12,S,Sul,2022-10-12,9268.14416667
2022-10-13,S,Sul,2022-10-13,10929.09070833
2022-10-14,S,Sul,2022-10-14,11482.54520833
2022-10-15,S,Sul,2022-10-15,9584.31391667
2022-10-16,S,Sul,2022-10-16,8290.64116667
2022-10-17,S,Sul,2022-10-17,11042.57475
2022-10-18,S,Sul,2022-10-18,11801.05029167
2022-10-19,S,Sul,2022-10-19,11716.372625
2022-10-20,S,Sul,2022-10-20,12092.93308333
2022-10-21,S,Sul,2022-10-21,11791.63275
2022-10-22,S,Sul,2022-10-22,9957.43829167
2022-10-23,S,Sul,2022-10-23,8397.58350151
2022-10-24,S,Sul,2022-10-24,11340.35075
2022-10-25,S,Sul,2022-10-25,11853.94025
2022-10-26,S,Sul,2022-10-26,12244.86483333
2022-10-27,S,Sul,2022-10-27,12390.94341667
2022-10-28,S,Sul,2022-10-28,12381.04554167
2022-10-29,S,Sul,2022-10-29,11046.723
2022-10-30,S,Sul,2022-10-30,9490.22645833
2022-10-31,S,Sul,2022-10-31,11984.53875
2022-11-01,S,Sul,2022-11-01,11076.25504167
2022-11-02,S,Sul,2022-11-02,8701.51633333
2022-11-03,S,Sul,2022-11-03,10507.01695833
2022-11-04,S,Sul,2022-11-04,10932.08708333
2022-11-05,S,Sul,2022-11-05,9579.86566667
2022-11-06,S,Sul,2022-11-06,8379.64916667
2022-11-07,S,Sul,2022-11-07,11165.01691667
2022-11-08,S,Sul,2022-11-08,11726.989625
2022-11-09,S,Sul,2022-11-09,12002.21495833
2022-11-10,S,Sul,2022-11-10,12185.01975
2022-11-11,S,Sul,2022-11-11,12512.491
